User 440,0.8,0.72,0.22,0.34,1.82,1.34,2.54
User 441,0.93,1.28,0.93,0.42,1.5,1.86,2.98
User 442,0.77,1.2,0.19,0.3,1.26,1.15,3.34
User 443,0.77,1.4,0.19,0.58,2.22,1.54,2.82
User 444,1.06,1.36,0.32,1.62,2.28,1.7,3.54
User 445,0.72,0.96,1.57,1.58,1.86,1.25,2.72
User 446,1.25,0.96,0.43,0.58,1.06,1.18,3.06
User 447,0.7,2.88,1.09,0.88,2.24,1.15,2.46
User 448,0.74,1.12,1.54,0.7,1.62,1.22,3.02
User 449,0.61,1.04,1.42,1.12,2.42,1.47,2.64
User 450,0.86,1,0.93,1.38,2.06,1.22,2.5
User 451,0.42,1.08,0.42,0.86,1.02,2.43,3.02
User 452,0.54,1.08,0.74,0.62,1.3,1.5,2.54
User 453,1.09,0.92,1.01,0.98,1.9,2.08,2.66
User 454,0.67,1.36,1.9,0.98,2.84,1.6,2.56
User 455,1.22,0.92,1.04,0.48,1.36,1.76,2.98
User 456,0.96,1.68,1.18,1.36,2.34,1.02,3.04
User 457,0.96,0.68,0.45,0.64,1.66,1.47,2.4
User 458,0.9,1.04,0.3,0.32,1.14,1.22,2.5
User 459,0.9,1.04,2,1.28,2.38,1.66,2.4
User 460,0.7,1.96,0.61,0.7,1.4,1.25,2.8
User 461,0.67,1.2,0.9,1.14,2.14,1.31,2.82
User 462,0.99,1.24,0.15,1.38,1.98,1.02,3.06
User 463,0.83,1.32,0.24,1.18,2.22,1.41,2.8
User 464,0.99,1.24,1.58,0.26,2.34,1.76,3.04
User 465,1.78,1.04,0.72,0.46,1.68,1.47,2.42
User 466,0.74,1.32,2.05,1.18,2.26,1.34,2.62
User 467,1.55,1.16,0.66,0.5,1.34,1.22,3.3
User 468,0.7,1.36,0.29,0.78,1.38,1.82,2.74
User 469,1.31,0.96,0.86,0.88,1.54,1.41,3.44
User 470,1.09,1.4,0.29,0.22,2.22,1.31,3.22
User 471,0.74,1.08,2.26,1.2,2.22,1.38,2.58
User 472,0.74,1.28,0.3,1.06,1.58,1.7,3.14
User 473,0.58,1.48,0.21,0.4,1.28,1.95,3.22
User 474,0.72,1.52,0.19,1.26,1.74,1.28,2.74
User 475,0.96,1.08,1.86,0.58,1.3,1.22,3.12
User 476,1.38,1.12,1.92,0.62,2.32,1.76,2.48
User 477,0.64,1.16,1.89,0.56,1.24,1.09,3.18
User 478,0.8,1.12,1.16,0.38,1.04,1.18,3.06
User 479,0.83,0.84,2.59,1.1,2.62,1.6,2.62
User 480,0.77,1.16,1.36,3.3,2.78,1.22,2.94
User 481,0.64,0.6,1.06,0.7,1.5,1.86,2.64
User 482,0.42,1.36,1.49,1.06,1.68,1.25,2.56
User 483,1.38,1.28,0.22,0.26,0.9,1.31,3.04
User 484,0.58,2.96,1.9,1.44,2.24,2.18,2.7
User 485,0.83,1.72,1.88,1.42,2.64,1.76,2.54
User 486,0.7,1.2,1.42,0.46,1.58,1.09,2.8
User 487,0.96,1.28,0.21,0.72,2.44,1.38,2.7
User 488,0.7,1,0.18,2.58,2.34,1.98,2.96
User 489,1.18,1.32,0.62,1.06,1.74,1.25,3.38
User 490,0.99,0.92,0.32,0.78,1.78,1.98,2.62
User 491,1.38,1.12,1.8,0.82,1.16,1.22,3.3
User 492,1.18,1.28,0.26,1.1,1.36,1.76,3.38
User 493,0.7,1.16,0.14,0.9,1.18,1.15,2.96
User 494,1.09,2.64,2.54,0.7,2.18,1.6,2.34
User 495,0.93,2.2,0.35,0.46,1.58,2.21,2.74
User 496,0.77,1.36,0.18,1.3,2.1,1.02,3.5
User 497,0.51,0.88,0.26,0.96,1.42,1.02,3.04
User 498,0.61,1.24,2.32,1.04,2.58,1.6,2.46
User 499,0.77,1.16,2.13,1.3,1.74,1.47,2.94
User 500,0.9,1.12,0.67,1.38,2.1,1.41,2.86
User 501,0.96,2,1.94,1.02,1.7,1.7,2.38
User 502,2.72,1.96,1.39,1.06,2.46,1.15,2.86
User 503,0.9,1.08,2.48,0.82,1.78,1.41,3.46
User 504,0.64,1.28,0.48,0.7,1.58,2.18,2.98
User 505,0.99,1.04,0.35,0.74,2.22,1.5,2.78
User 506,2.5,2,0.24,0.8,1.78,1.54,3.12
User 507,0.86,1.04,1.31,0.56,1.78,2.05,2.62
User 508,0.7,1,1.78,2.98,2.36,1.15,2.5
User 509,0.86,0.76,1.06,2.62,2.34,1.09,2.7
User 510,1.12,2.04,0.19,0.26,1.36,1.34,3.18
User 511,1.22,1.16,2.18,1.38,2.52,1.92,2.54
User 512,0.96,1.2,0.19,0.66,1.24,1.28,3.62
User 513,0.67,1.24,0.96,0.78,1.44,1.6,2.88
User 514,0.77,1.88,2.43,1.06,3.12,2.11,2.4
User 515,0.86,1.2,0.35,0.96,1.72,0.96,3.06
User 516,0.9,1,2.84,1.28,2.14,1.54,2.54
User 517,1.31,0,0.26,0.96,1.16,2.14,2.88
User 518,0.64,1.04,2.03,1.6,1.9,1.12,2.88
User 519,0.96,1.28,0.22,0.82,2.14,1.34,2.8
User 520,0.77,1.08,0.3,1.06,2.26,1.73,2.66
User 521,0.51,1.36,0.13,0.7,1.02,1.63,2.7
User 522,0.86,1.04,1.89,1.46,2.3,1.92,2.62
User 523,0.51,1.08,2.48,0.66,1.8,1.38,2.32
User 524,0.74,0.96,0.26,0.86,1.54,1.63,3.04
User 525,0.7,1.64,2.46,1.46,2.54,1.89,2.38
User 526,0.86,1.36,1.68,1.3,3.04,1.31,2.78
User 527,0.7,1.12,1.23,1.52,2.34,1.76,2.66
User 528,0.77,1.4,0.16,0.94,1.94,1.41,2.66
User 529,1.34,1.64,0.37,0.58,1.94,1.66,2.94
User 530,0.53,0.96,0.18,0.66,1.4,1.5,2.42
User 531,0.86,0.6,0.24,0.94,1.7,1.44,2.34
User 532,1.12,0.16,0.19,0.62,1.44,1.73,2.46
User 533,0.83,1.2,1.25,1.04,2.02,1.86,2.66
User 534,0.8,1.08,1.45,0.98,1.7,1.09,3.02
User 535,0.9,0.88,1.84,0.72,2,1.06,2.82
User 536,0.58,1.12,1.57,0.78,1.5,1.44,2.9
User 537,0.74,2.24,2.63,1.4,3.76,1.63,2.48
User 538,0.64,1.04,2.35,1.42,1.66,2.21,2.5
User 539,0.61,1.84,0.61,2.18,2.5,1.92,2.98
User 540,0.96,1.16,0.36,0.22,2.8,1.98,2.64
User 541,0.8,1.36,0.75,0.9,1.78,1.22,2.82
User 542,1.44,0.28,0.18,0.26,1.74,0.9,2.88
User 543,0.83,1.08,0.24,0.5,1.52,1.98,2.8
User 544,0.7,1.56,0.96,1.18,1.88,1.06,3.34
User 545,0.99,1.04,1.17,0.98,2.1,1.38,2.4
User 546,0.86,2.96,0.24,0.72,1.62,1.54,2.98
User 547,0.61,1.64,0.18,1.02,1.9,1.34,3.04
User 548,0.96,1.48,0.21,0.42,1.28,1.98,2.66
User 549,0.96,1.92,1.18,0.9,1.98,1.7,2.62
User 550,0.96,1.32,0.34,0.82,1.7,1.34,3.34
User 551,1.23,1,0.59,1.02,1.62,2.02,2.98
User 552,1.06,1.04,2.5,1.78,2.8,2.18,2.54
User 553,0.9,0.88,1.17,0.7,2.1,2.05,2.62
User 554,1.63,1.2,0.67,1.02,2.2,1.34,2.42
User 555,0.67,2.4,0.34,1.26,2.2,1.73,2.7
User 556,0.7,0.88,2.66,1.04,1.46,1.54,2.4
User 557,0.58,1.48,0.24,0.42,1.38,1.6,2.88
User 558,0.96,0.88,0.22,0.42,1.8,2.46,2.78
User 559,0.96,1,0.3,0.88,1.58,2.11,3.34
User 560,1.06,0.8,0.29,1.3,2.12,1.7,2.94
User 561,0.74,0.8,1.82,1.2,1.74,1.63,2.58
User 562,0.93,1.6,3.11,0.96,2.08,1.5,2.38
User 563,0.9,0.88,1.94,1.12,2.18,1.47,2.7
User 564,0.7,1.52,1.46,0.94,1.7,0.96,2.94
User 565,0.77,1.56,0.24,0.98,2.1,1.66,2.48
User 566,0.99,1.08,1.41,1.52,2.08,1.22,2.94
User 567,0.74,1.68,2.89,0.94,1.92,1.34,2.34
User 568,0.7,1.6,2.36,1.18,1.73,1.31,2.42
User 569,1.15,2.12,2.06,1.68,1.86,1.44,2.42
User 570,0.58,1.2,0.32,1.04,2.54,1.18,3.26
User 571,0.9,2.16,2.06,1.66,2.17,1.44,2.42
User 572,0.74,1.36,0.21,0.62,1.48,1.18,3.38
User 573,0.77,1.08,1.82,1.06,2.32,1.41,2.4
User 574,0.67,1.76,0.3,0.26,1.58,2.24,3.42
User 575,0.96,1.44,0.72,0.82,2.7,1.82,2.78
User 576,0.74,1.28,1.36,1.26,2.48,1.28,2.64
User 577,0.77,0.88,0.24,1.02,2.1,1.76,2.64
User 578,0.64,1.48,0.24,0.74,1.72,1.66,2.88
User 579,0.67,1.48,0.26,0.62,1.26,1.54,2.9
User 580,0.86,0.96,0.74,0.96,1.7,1.57,2.56
User 581,0.83,1.36,1.07,0.56,2.16,1.6,2.82
User 582,0.64,1.36,1.52,1.02,2.68,1.41,2.7
User 583,0.9,1.2,0.85,1.18,2.14,1.54,2.74
User 584,0.67,1.6,0.19,1.02,1.42,1.73,2.88
User 585,1.06,1.28,0.16,1.04,1.6,1.18,3.26
User 586,1.47,1.04,0.43,0.74,1.1,1.63,3.2
User 587,0.48,1.12,0.7,0.38,1.42,1.47,2.78
User 588,0.96,1.6,0.29,0.62,1.62,1.25,2.9
User 589,0.58,1.04,2.77,0.46,1.98,1.38,2.5
User 590,0.93,2.08,0.27,1.1,2.58,1.89,2.78
User 591,0.96,1.12,0.91,0.82,1.66,1.63,2.72
User 592,0.83,1.32,0.18,1.22,1.5,1.38,3.04
User 593,0.7,2.28,0.22,0.38,1.28,1.38,2.66
User 594,0.83,1.96,1.33,1.44,2.54,1.28,2.74
User 595,1.12,0.8,0.91,0.48,1.56,1.38,2.7
User 596,1.76,0.6,1.57,0.5,1.66,1.5,2.72
User 597,0.96,1.32,0.37,0.74,1.66,1.41,3.36
User 598,0.77,1.08,0.22,0.88,2.02,1.79,2.54
User 599,0.86,0.96,2.02,1.28,1.58,1.79,2.66
User 600,1.12,2.96,0.16,0.48,1.76,1.76,2.72
User 601,0.64,1.36,0.91,0.86,1.1,1.47,3.06
User 602,1.15,0.8,0.26,0.64,1.86,2.02,2.62
User 603,0.67,2.2,2.34,0.9,2.12,1.41,2.46
User 604,0.77,1.48,0.29,0.16,0.82,1.09,3.26
User 605,1.22,0.68,1.41,1.34,2.82,2.11,2.5
User 606,0.64,1.2,0.94,0.94,2.02,1.28,2.26
User 607,1.09,1,1.02,1.02,1.38,0.74,3.26
User 608,1.31,1.36,0.75,0.5,1.7,1.34,2.78
User 609,1.06,3.12,1.58,0.56,3.34,1.76,2.94
User 610,0.7,1.32,0.34,0.4,1.02,1.31,2.82
User 611,0.66,0.64,2.01,0.82,1.54,1.22,2.88
User 612,0.74,1.04,1.3,1.26,2.42,1.57,2.5
User 613,0.83,0.92,0.82,1.28,2.14,1.63,2.8
User 614,0.67,1.28,0.26,1.02,1.26,3.01,3.3
User 615,1.87,0.28,1.14,0.9,1.94,1.82,2.58
User 616,0.54,1.16,0.38,1.38,1.58,1.06,3.44
User 617,0.7,1.44,0.22,0.56,2.04,1.7,2.78
User 618,1.82,1.56,0.62,0.58,1.62,2.14,3.42
User 619,1.25,1.04,0.43,1.04,2.5,1.6,2.88
User 620,0.96,1.32,0.56,0.66,1.54,1.41,3.12
User 621,0.74,1.32,0.16,1.22,1.46,2.08,2.88
User 622,0.8,1.8,1.25,1.38,2.5,1.7,2.42
User 623,0.99,1.32,2.03,0.88,1.54,2.08,2.78
User 624,0.74,0.96,0.62,0.96,1.84,2.05,3.02
User 625,0.9,1.48,1.46,0.42,1.02,1.73,2.96
User 626,1.66,0.24,0.43,0.8,1.06,1.38,2.48
User 627,0.8,1.92,1.6,2.08,3.2,1.5,2.54
User 628,0.75,1.08,1.88,0.9,1.58,1.6,2.5
User 629,0.7,0.88,0.19,0.14,1.66,1.18,2.98
User 630,0.58,1.44,0.21,1.06,1.56,3.04,2.54
User 631,0.7,1.36,0.19,0.86,1.28,2.37,3.1
User 632,2.05,1.2,0.19,0.48,1.02,1.92,3.44
User 633,0.51,1.2,0.42,0.9,1.2,1.5,2.98
User 634,0.61,1.2,2.05,1.3,3.06,1.57,2.42
User 635,0.83,1.96,0.83,0.5,1.34,1.09,2.7
User 636,0.8,1.12,1.6,1.5,1.74,1.12,2.9
User 637,0.86,1.4,1.25,2.02,2.62,1.38,2.54
User 638,1.38,0.96,1.07,1.06,2.18,1.31,2.64
User 639,1.06,1.44,0.42,0.7,1.68,1.7,3.38
User 640,0.51,1.96,0.21,0.72,1.38,1.82,2.82
User 641,1.73,0.84,2.61,1.1,2.42,1.73,2.78
User 642,0.54,2.96,0.38,1.62,2.42,2.43,2.8
User 643,1.09,2.76,0.21,0.32,2.28,1.5,2.58
User 644,0.74,1.56,0.24,0.7,1.42,1.5,2.96
User 645,0.93,2.24,1.9,1.76,3.06,2.02,2.48
User 646,0.61,1.56,0.19,0.86,1.14,1.6,2.8
User 647,0.94,0.8,0.35,0.48,1.78,2.18,2.66
User 648,0.64,1.52,0.21,0.98,1.38,1.66,3.38
User 649,0.38,1.44,0.34,1.26,1.94,2.37,3.04
User 650,1.09,1.96,1.17,1.62,2.74,1.28,2.4
User 651,0.58,1.24,0.26,0.96,1.7,2.14,2.78
User 652,0.8,1.32,0.34,0.46,1.02,1.44,3.28
User 653,0.61,1.56,0.19,0.86,1.14,1.6,2.8
User 654,0.7,1.32,0.32,0.82,1.34,1.76,3.04
User 655,0.48,1.12,2.35,0.78,1.98,1.25,2.4
User 656,0.74,1.56,2.27,1.3,2.56,1.54,2.4
User 657,0.7,1.64,1.07,1.04,1.54,1.47,3.06
User 658,1.34,0.76,1.1,1.66,2,1.18,2.66
User 659,0.72,1.6,0.67,0.78,1.58,1.15,3.42
User 660,0.8,1.8,0.37,1.06,1.58,1.54,3.18
User 661,0.99,1.96,2.46,0.34,1.58,1.44,2.54
User 662,1.09,0.64,1.12,0.7,1.54,1.44,2.66
User 663,0.7,0.8,2.56,1.1,1.5,1.47,2.38
User 664,0.93,0.92,0.18,1.02,2.4,1.09,3.18
User 665,1.06,1.28,1.3,0.24,0.46,1.15,3.38
User 666,1.5,1.16,2.37,0.58,1.9,1.54,3.2
User 667,1.95,1.52,1.94,0.64,2.94,1.54,2.46
User 668,1.25,1.04,1.58,0.88,2.42,1.34,2.9
User 669,0.54,1.16,0.8,0.66,1.44,1.09,3.28
User 670,0.51,1.48,0.21,1.2,1.66,1.63,3.3
User 671,1.63,0.96,0.34,0.38,2.06,1.92,3.46
User 672,0.77,1.6,2.46,2.16,2.64,2.21,2.5
User 673,1.76,0.68,1.31,0.34,0.8,0.96,2.54
User 674,0.86,1,0.29,0.24,1.46,1.73,2.4
User 675,0.83,0.6,0.19,0.94,1.66,1.47,2.34
User 676,0.58,1.96,0.18,0.74,1.08,2.18,2.78
User 677,0.77,1.16,0.32,0.5,1.14,1.44,3.34
User 678,2.26,0.4,2.08,1.18,2.86,1.6,2.42
User 679,1.66,1.04,0.91,0.72,1.74,0.86,3.46
User 680,0.8,1.56,0.34,0.8,1.66,1.38,3.26
User 681,1.02,1.04,0.24,0.46,1.88,1.15,2.86
User 682,0.96,1.16,0.45,0.98,1.42,2.02,3.02
User 683,0.83,0.96,1.47,1.46,2.02,1.22,2.5
User 684,0.96,1.96,0.26,0.82,1.34,1.89,2.72
User 685,0.86,1.84,1.78,1.18,2.36,2.14,2.5
User 686,0.9,1,2.06,0.9,2.52,1.38,2.4
User 687,0.77,1.36,0.75,1.14,2.14,1.89,2.82
User 688,1.02,1.4,0.22,0.22,2.18,1.34,2.86
User 689,0.9,1.68,0.29,0.8,1.24,1.25,3.04
User 690,0.7,1.28,0.94,1.06,2.02,1.82,2.88
User 691,0.83,0.72,0.22,0.48,1.8,1.12,2.72
User 692,0.77,1.48,0.98,1.02,1.5,1.09,3.3
User 693,0.93,1.28,0.22,0.46,0.62,1.12,3.06
User 694,0.77,1.88,0.21,0.48,1.74,1.44,2.94
User 695,0.96,1.8,0.56,2.02,2.4,1.25,2.42
User 696,0.7,1.32,0.27,1.78,2.18,1.79,2.78
User 697,1.66,2.16,1.26,0.62,2.26,1.5,3.26
User 698,1.34,0.8,0.22,0.4,2.24,1.28,2.5
User 699,0.83,1.04,0.35,0.26,0.96,1.54,3.24
User 700,0.74,1.96,1.25,0.58,1.26,1.09,3.2
User 701,0.45,1.96,0.94,0.58,1.58,1.15,2.5
User 702,0.7,1.96,1.66,1.38,2.6,1.41,2.72
User 703,1.09,2.96,1.79,1.18,2,2.59,2.46
User 704,0.67,1.96,0.29,1.18,2.02,1.41,3.36
User 705,1.54,1.28,0.22,0.58,1.62,1.7,3.38
User 706,0.64,1.52,0.16,0.56,0.98,1.18,2.94
User 707,0.8,0.96,0.27,0.7,1.66,1.92,2.7
User 708,0.83,0.76,1.31,1.42,2.5,1.66,2.58
User 709,1.31,0.2,0.24,0.46,1.6,1.79,2.46
User 710,0.7,1.44,0.88,0.8,1.4,1.5,3.14
User 711,1.34,1.04,1.47,0.9,2.66,1.76,2.48
User 712,0.54,1.28,0.26,1.26,2,2.43,2.56
User 713,1.28,1.28,0.27,1.04,1.12,1.54,3.38
User 714,1.02,1.24,0.27,1.22,2.6,1.54,2.8
User 715,0.96,1.96,0.75,0.46,1.4,2.18,3.3
User 716,1.06,1.64,0.32,0.38,1.06,2.02,3.3
User 717,0.54,1.08,0.24,0.54,1.3,1.34,2.94
User 718,0.7,2.12,2.42,0.58,1.82,1.12,2.5
User 719,1.31,0.92,2.37,0.74,2.32,1.57,2.58
User 720,1.02,0.92,2.59,0.96,2.34,1.73,2.42
User 721,0.45,1.36,0.21,1.34,2.04,2.56,2.56
User 722,0.99,1.12,0.22,0.74,1.42,1.28,3.52
User 723,1.09,0.8,0.93,1.38,2.7,1.41,2.62
User 724,1.22,0.56,0.62,0.72,1.5,1.09,2.46
User 725,0.74,1.2,0.29,0.42,1.22,1.28,3.14
User 726,0.8,2.04,1.28,1.62,2.52,1.57,2.46
User 727,0.58,0.76,0.75,1.52,2.14,2.11,2.8
User 728,0.99,1.36,1.18,0.96,2.32,1.98,2.96
User 729,0.86,2.96,0.21,0.9,1.62,1.47,2.46
User 730,1.63,1.16,1.81,1.62,2.98,1.79,2.54
User 731,1.09,1.44,1.42,1.18,1.7,1.12,3.18
User 732,0.61,1.24,0.26,0.82,2.3,1.41,3.12
User 733,1.06,0.56,0.77,0.72,1.7,1.54,2.5
User 734,0.61,1.4,2.16,1.3,1.58,2.02,2.86
User 735,0.61,1.32,0.21,0.58,1.16,1.98,3.28
User 736,0.7,1.08,0.26,1.2,1.3,1.41,2.64
User 737,0.93,1.92,0.37,0.96,2.38,2.05,2.82
User 738,0.8,1.12,1.78,1.2,2.34,1.38,2.54
User 739,0.64,1.24,1.18,0.86,2.82,1.89,2.78
User 740,1.18,1.36,0.51,1.12,2.16,1.06,3.3
User 741,0.9,2.04,1.26,1.3,2.74,1.66,2.5
User 742,0.86,0.72,1.23,1.2,2.48,1.5,2.4
User 743,0.74,1,0.26,0.74,1.9,1.73,2.74
User 744,1.09,1.2,0.29,1.18,1.9,1.44,2.88
User 745,0.83,1.36,1.02,0.7,1.32,1.31,2.46
User 746,0.82,2.6,0.19,0.46,1.82,1.34,2.5
User 747,0.9,1.44,0.29,1.02,1.2,3.14,3.18
User 748,0.96,2.84,0.21,1.18,1.98,1.34,2.38
User 749,0.67,1.12,0.43,1.02,1.26,1.38,3.14
User 750,0.99,1.04,0.77,0.96,1.98,1.31,2.78
User 751,0.74,1.52,2.29,1.46,2.58,1.41,2.4
User 752,1.02,1.52,0.76,0.62,1.26,1.34,3.14
User 753,1.22,1.36,1.33,1.18,2.24,1.66,2.46
User 754,1.12,1.04,1.09,0.96,1.6,1.28,3.06
User 755,1.28,1.68,0.99,1.1,2.34,1.73,2.5
User 756,1.28,1.28,0.96,1.34,1.7,1.86,3.34
User 757,1.33,0.76,0.26,0.72,1.18,1.31,2.66
User 758,0.7,1.12,0.35,0.64,1.66,1.54,2.8
User 759,0.74,1.6,1.58,0.64,1.18,1.34,2.8
User 760,1.7,0.96,0.13,0.78,1.14,1.02,2.42
User 761,0.77,1.04,1.31,1.26,2.42,1.6,2.54
User 762,0.99,1.48,0.99,0.34,2.18,1.25,2.34
User 763,1.09,1.56,0.83,1.2,2.18,1.5,3.3
User 764,1.02,1.28,1.33,0.86,1.4,1.5,2.98
User 765,0.74,1.48,1.26,1.6,2,1.57,2.48
User 766,1.02,1.32,1.58,0.58,1.2,1.38,3.22
User 767,0.7,1.68,0.37,0.72,1.52,1.38,2.66
User 768,1.02,0.96,0.99,0.82,3.04,1.98,2.5
User 769,1.02,0.96,0.21,1.14,2.72,1.63,2.46
User 770,1.34,0.56,1.71,0.48,1.26,1.06,2.86
User 771,0.74,1.6,1.2,1.34,2.02,0.86,3.04
User 772,0.64,1.4,0.98,0.26,0.54,1.66,2.9
User 773,0.8,0.96,1.18,0.56,1.5,1.86,2.8
User 774,0.99,1.2,0.14,0.42,1.46,1.25,2.7
User 775,0.42,1.52,0.29,0.38,1.52,2.88,3.12
User 776,1.41,0.72,1.23,0.74,2.8,2.3,2.46
User 777,0.67,1.6,0.27,1.28,1.78,1.57,3.06
User 778,0.74,1.68,1.18,1.5,2.52,1.54,2.48
User 779,1.25,0.96,0.16,0.22,1.58,0.99,2.7
User 780,0.74,1.36,0.21,0.62,1.48,1.18,3.38
User 781,0.86,1.2,2.08,1.84,2.14,1.6,2.56
User 782,0.8,1.28,1.95,1.14,1.7,1.7,2.78
User 783,0.74,1.28,0.21,1.58,1.5,1.76,2.94
User 784,1.01,1.08,0.25,0.4,0.94,1.28,3.18
User 785,0.9,1.16,0.43,0.7,1.42,1.31,3.1
User 786,0.8,0.84,2.49,0.74,2.12,2.05,2.56
User 787,0.77,1.32,1.97,0.82,1.94,1.28,2.54
User 788,0.51,1.96,0.19,0.48,2,1.5,2.98
User 789,0.9,1.08,0.75,1.5,1.86,1.34,3.34
User 790,0.74,1.24,1.71,1.58,2.48,1.76,2.54
User 791,0.86,1.2,2.22,0.9,1.74,1.6,3.2
User 792,0.83,1.32,2.86,1.1,2.6,1.41,2.42
User 793,1.02,2,1.71,1.52,2.74,1.92,2.5
User 794,1.82,1.16,0.35,0.4,1.02,2.37,2.72
User 795,0.8,0.88,0.53,1.1,2.14,1.6,2.8
User 796,2.14,1.92,2.02,1.52,2.96,1.66,2.48
User 797,0.51,1.48,0.24,0.72,1.46,1.6,2.62
User 798,0.83,1.28,0.21,0.62,1.02,1.47,3.2
User 799,0.9,1.36,2.21,0.86,2.14,1.28,2.64
User 800,0.67,1.44,2.9,0.86,1.78,1.54,2.34
User 801,1.22,1.12,0.45,0.46,0.9,1.5,3.52
User 802,1.09,1.04,1.65,1.36,2.22,1.12,3.1
User 803,1.17,0.32,2.16,0.98,1.9,1.25,2.64
User 804,1.31,0.04,0.98,0.54,0.94,1.34,2.66
User 805,0.64,1.64,1.46,1.34,2.22,1.86,2.62
User 806,0.8,1.96,2.69,1.34,3.04,1.66,2.46
User 807,0.67,1.12,0.24,1.22,1.9,1.34,2.7
User 808,0.8,1.04,2,1.4,1.6,1.44,2.5
User 809,0.96,2,1.94,1.02,1.7,1.7,2.38
User 810,1.15,2.08,1.62,0.78,1.86,1.28,2.5
User 811,0.83,0.96,0.21,1.76,2,1.98,2.78
User 812,0.99,1.2,1.6,1.3,2.82,1.76,3.18
User 813,0.96,3.64,1.31,1.34,2.66,1.57,3.12
User 814,1.25,0.96,0.77,1.2,1.84,1.38,2.98
User 815,0.58,1.56,2.44,1.2,2.1,2.46,2.42
User 816,0.93,1.2,1.46,0.66,2.22,1.79,3.02
User 817,0.9,0.96,2.85,1.12,1.48,1.44,2.38
User 818,0.58,1.32,1.28,0.42,1.74,1.41,2.32
User 819,0.7,1,2.74,1.18,1.84,1.18,2.34
User 820,0.51,1.08,2.48,0.66,1.8,1.38,2.32
User 821,0.58,1.52,1.3,1.18,2.34,1.73,2.62
User 822,0.83,1.36,1.02,0.96,2.18,2.24,3.06
User 823,0.64,1.56,0.16,0.98,2.06,1.38,3.18
User 824,1.47,0.96,1.84,1.5,2.28,1.79,2.62
User 825,0.7,0.96,0.78,0.8,1.64,1.47,2.3
User 826,0.67,1.36,1.28,0.5,1.34,1.89,2.5
User 827,0.48,1.36,1.82,0.66,1.28,1.57,2.66
User 828,1.18,1.24,0.75,0.08,1.7,2.3,3.22
User 829,0.48,1.12,2.35,0.78,1.98,1.25,2.4
User 830,0.93,1.76,0.58,2,2.42,1.31,2.42
User 831,0.74,1,1.27,0.42,1.44,1.95,2.74
User 832,0.67,1.68,0.19,0.64,1.68,2.78,2.9
User 833,0.86,1.12,0.13,0.78,1.7,1.12,3.3
User 834,1.01,1.52,0.42,0.26,0.92,1.89,2.88
User 835,0.7,0.88,2.66,1.04,1.46,1.54,2.4
User 836,1.02,1.44,2.38,1.26,2.54,0.99,2.66
User 837,1.09,1.2,1.5,0.9,2.38,1.41,2.78
User 838,1.02,1.56,0.53,0.64,1.86,1.44,2.46
User 839,0.67,1.12,0.22,0.7,0.88,1.54,2.96
User 840,0.64,1.2,0.75,1.06,1.98,1.12,2.72
User 841,0.7,1.96,0.96,0.82,1.7,1.15,3.02
User 842,0.83,1.12,1.5,0.34,1.62,1.09,3.22
User 843,1.06,1.28,1.78,0.66,1.58,1.09,2.8
User 844,0.64,1.24,0.16,0.58,0.98,1.66,3.02
User 845,0.64,1.2,0.24,0.56,0.76,1.76,2.94
User 846,0.96,1.44,1.6,0.88,2.26,1.63,2.48
User 847,0.83,1.24,0.26,0.96,1.46,1.38,3.18
User 848,0.9,1.36,0.74,0.58,1.74,1.47,3.2
User 849,0.77,1.52,2.04,0.22,0.98,1.82,3.44
User 850,0.61,1.52,0.82,0.58,1.1,1.15,3.34
User 851,0.58,1.04,0.22,1.06,1.88,2.3,2.54
User 852,0.96,1.96,1.5,1.26,2.5,1.54,2.66
User 853,0.99,1.88,0.48,1.22,1.92,2.43,2.66
User 854,1.18,0.92,1.52,1.44,2.22,1.34,2.66
User 855,1.09,1.96,1.28,1.46,2.98,1.66,2.86
User 856,1.54,1.44,0.56,0.82,1.8,1.22,3.26
User 857,1.18,0.92,1.52,1.44,2.22,1.34,2.66
User 858,0.58,1.64,2.27,1.26,1.72,2.3,2.74
User 859,0.58,1.44,0.38,1.02,1.64,1.47,2.74
User 860,1.09,1.24,2.62,0.54,1.94,1.73,2.42
User 861,1.09,1.12,1.94,0.82,1.98,1.57,2.74
User 862,0.64,1.56,0.42,0.8,2.4,1.41,2.88
User 863,0.7,1.52,2.37,0.86,1.68,1.6,2.58
User 864,0.77,1.04,0.27,1.62,1.78,2.59,3.18
User 865,1.09,1.84,0.75,0.56,1.26,1.98,3.28
User 866,0.51,1,0.21,0.74,1.64,1.76,3.04
User 867,0.77,1.16,2.19,1.42,1.78,1.22,2.82
User 868,0.93,0.64,0.22,3.26,3.13,1.5,2.66
User 869,0.45,1.64,0.14,0.58,1.26,1.38,2.9
User 870,1.89,0.28,1.12,0.96,1.96,1.82,2.58
User 871,1.02,1.32,0.4,1.06,2.93,1.92,2.66
User 872,0.83,1.12,0.27,0.64,1.3,1.41,3.34
User 873,1.41,0.96,1.79,1.1,2.22,1.38,3.02
User 874,0.48,1.16,0.8,0.74,1.4,1.41,2.72
User 875,0.8,1.28,0.14,1.06,1.52,1.86,2.88
User 876,0.48,1.32,0.75,0.82,1.58,1.25,2.4
User 877,0.9,1.96,1.23,1.28,2.6,1.76,2.94
User 878,1.34,1.36,0.38,0.9,1.3,1.22,3.42
